Matricule,Id appartenance,Id fonction occupée,Nom,Prénom,Code du groupe politique,Nom court du groupe politique,Date de début d'appartenance,Date de fin d'appartenance,Nom court fonction,Date de début de la fonction,Date de fin de la fonction
01062T,3021,3060,Todeschini,Jean-Marc,SOC,"Groupe Socialiste, Écologiste et Républicain",2017-06-19 00:00:00.0,,Membre,2017-06-19 00:00:00.0,
000417,1394,1654,Tomasini,René,RPR,Groupe du RPR,,1983-05-05 00:00:00.0,Membre,,1983-05-05 00:00:00.0
000301,1395,1655,Toribio,René,SOC,"Groupe Socialiste, Écologiste et Républicain",,1968-10-01 00:00:00.0,Membre,,1968-10-01 00:00:00.0
80045G,763,759,Torre,Henri,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2008-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2008-09-30 00:00:00.0
80045G,14,14,Torre,Henri,RI,Groupe des RI,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
14227Q,2482,2800,Tourenne,Jean-Louis,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14227Q,2600,2948,Tourenne,Jean-Louis,SOC,"Groupe Socialiste, Écologiste et Républicain",2014-10-07 00:00:00.0,2020-09-30 00:00:00.0,Membre,2014-10-07 00:00:00.0,2020-09-30 00:00:00.0
58036Y,1396,1656,Tournan,Henri,SOC,"Groupe Socialiste, Écologiste et Républicain",,1980-10-01 00:00:00.0,Membre,,1980-10-01 00:00:00.0
000595,1459,1719,Toutain,Jacques,GD,Gauche Démocratique,,1985-09-01 00:00:00.0,Membre,,1985-09-01 00:00:00.0
000405,1397,1657,Touzet,René,GD,Gauche Démocratique,,1982-11-17 00:00:00.0,Membre,,1982-11-17 00:00:00.0
000667,1556,1816,Traband,André,UC,Groupe Union Centriste,,1992-04-06 00:00:00.0,Membre,,1992-04-06 00:00:00.0
59249Q,1398,1658,Travert,René,UREI,Union des Républicains et des Indépendants,,1992-10-01 00:00:00.0,Membre,,1992-10-01 00:00:00.0
86047K,699,695,Trégouët,René,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2004-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2004-09-30 00:00:00.0
86047K,219,219,Trégouët,René,RPR,Groupe du RPR,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
59561V,1584,1844,Treille,Georges,UC,Groupe Union Centriste,,1995-10-01 00:00:00.0,Membre,,1995-10-01 00:00:00.0
98012M,327,327,Trémel,Pierre-Yvon,AUCUN,Sénateurs n'appartenant à aucun groupe,1998-10-01 00:00:00.0,1998-10-04 00:00:00.0,Membre,1998-10-01 00:00:00.0,1998-10-04 00:00:00.0
98012M,403,411,Trémel,Pierre-Yvon,SOC,"Groupe Socialiste, Écologiste et Républicain",1998-10-05 00:00:00.0,2006-06-29 00:00:00.0,Membre,1998-10-05 00:00:00.0,2006-06-29 00:00:00.0
58808V,1399,1659,Tricon,Emile,RPR,Groupe du RPR,,1988-05-10 00:00:00.0,Membre,,1988-05-10 00:00:00.0
01056V,564,563,Trillard,André,AUCUN,Sénateurs n'appartenant à aucun groupe,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0,Membre,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0
01056V,628,624,Trillard,André,RPR,Groupe du RPR,2001-10-02 00:00:00.0,2002-12-10 00:00:00.0,Membre,2001-10-02 00:00:00.0,2002-12-10 00:00:00.0
01056V,754,750,Trillard,André,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2017-10-01 00:00:00.0,Membre,2002-12-11 00:00:00.0,2017-10-01 00:00:00.0
04044E,1672,1935,Troendlé,Catherine,AUCUN,Sénateurs n'appartenant à aucun groupe,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0,Membre,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0
04044E,1769,2033,Troendlé,Catherine,UMP,Groupe Les Républicains,2004-10-05 00:00:00.0,2020-09-30 00:00:00.0,Membre,2004-10-05 00:00:00.0,2011-11-01 00:00:00.0
04044E,1769,2636,Troendlé,Catherine,UMP,Groupe Les Républicains,2004-10-05 00:00:00.0,2020-09-30 00:00:00.0,Vice-Président délégué,2011-11-02 00:00:00.0,2014-10-06 00:00:00.0
04044E,1769,2850,Troendlé,Catherine,UMP,Groupe Les Républicains,2004-10-05 00:00:00.0,2020-09-30 00:00:00.0,Membre,2014-10-07 00:00:00.0,2020-09-30 00:00:00.0
000094,1617,1877,Tron,Ludovic,SOC,"Groupe Socialiste, Écologiste et Républicain",,1968-10-24 00:00:00.0,Membre,,1968-10-24 00:00:00.0
06004E,1835,2113,Tropeano,Robert,NI,Réunion administrative des non-inscrits,2006-07-09 00:00:00.0,2006-07-19 00:00:00.0,Membre,2006-07-09 00:00:00.0,2006-07-19 00:00:00.0
06004E,1836,2114,Tropeano,Robert,SOC,"Groupe Socialiste, Écologiste et Républicain",2006-07-20 00:00:00.0,2008-09-30 00:00:00.0,Membre,2006-07-20 00:00:00.0,2008-09-30 00:00:00.0
06004E,2077,2347,Tropeano,Robert,RDSE,Groupe du RDSE,2008-10-01 00:00:00.0,2014-09-30 00:00:00.0,Membre,2008-10-01 00:00:00.0,2014-09-30 00:00:00.0
86049M,275,275,Trucy,François,RI,Groupe des RI,1986-09-28 00:00:00.0,2002-12-10 00:00:00.0,Membre,1986-09-28 00:00:00.0,2002-12-10 00:00:00.0
86049M,783,779,Trucy,François,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2014-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2014-09-30 00:00:00.0
20014R,3089,3504,Tubiana,Danièle,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-09-25 00:00:00.0,2020-09-30 00:00:00.0,Membre,2020-09-25 00:00:00.0,2020-09-30 00:00:00.0
08071A,2045,2316,Tuheiava,Richard,SOC,"Groupe Socialiste, Écologiste et Républicain",2008-10-01 00:00:00.0,2014-09-30 00:00:00.0,Membre,2008-10-01 00:00:00.0,2014-09-30 00:00:00.0
98004M,304,304,Tui,Basile,UC,Groupe Union Centriste,,1998-09-30 00:00:00.0,Membre,,1998-09-30 00:00:00.0
92044U,174,174,Türk,Alex,NI,Réunion administrative des non-inscrits,,2017-10-01 00:00:00.0,Membre,,2017-10-01 00:00:00.0
59250H,1400,1660,Ukeiwe,Dick,RPR,Groupe du RPR,,1992-10-01 00:00:00.0,Membre,,1992-10-01 00:00:00.0
93003P,691,687,Ulrich,Maurice,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2004-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2004-09-30 00:00:00.0
93003P,188,188,Ulrich,Maurice,RPR,Groupe du RPR,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
000190,1462,1722,Vadepied,Raoul,UCDP,Union Centriste des Démocrates de Progrès,,1983-10-02 00:00:00.0,Membre,,1983-10-02 00:00:00.0
12038D,2380,2701,Vairetto,André,SOC,"Groupe Socialiste, Écologiste et Républicain",2012-07-22 00:00:00.0,2014-05-05 00:00:00.0,Membre,2012-07-22 00:00:00.0,2014-05-05 00:00:00.0
80046H,676,672,Valade,Jacques,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2008-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2008-09-30 00:00:00.0
80046H,90,90,Valade,Jacques,RPR,Groupe du RPR,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
000311,1401,1661,Valcin,Edmond,RPR,Groupe du RPR,,1986-10-01 00:00:00.0,Membre,,1986-10-01 00:00:00.0
000684,1557,1817,Valeau,Amédée,RPR,Groupe du RPR,,1977-10-02 00:00:00.0,Membre,,1977-10-02 00:00:00.0
08049C,2023,2294,Vall,Raymond,RDSE,Groupe du RDSE,2008-10-01 00:00:00.0,2014-09-30 00:00:00.0,Membre,2008-10-01 00:00:00.0,2014-09-30 00:00:00.0
08049C,2651,3012,Vall,Raymond,NI,Réunion administrative des non-inscrits,2015-09-07 00:00:00.0,2015-09-09 00:00:00.0,Membre,2015-09-07 00:00:00.0,2015-09-09 00:00:00.0
08049C,2654,3015,Vall,Raymond,RDSE,Groupe du RDSE,2015-09-10 00:00:00.0,2020-09-30 00:00:00.0,Membre,2015-09-10 00:00:00.0,2020-09-30 00:00:00.0
89042S,1846,2126,Vallet,André,RDSE,Groupe du RDSE,1992-10-02 00:00:00.0,2004-10-04 00:00:00.0,Membre,1992-10-02 00:00:00.0,2004-10-04 00:00:00.0
89042S,28,28,Vallet,André,RDSE,Groupe du RDSE,2004-10-05 00:00:00.0,2004-10-05 00:00:00.0,Membre,2004-10-05 00:00:00.0,2004-10-05 00:00:00.0
89042S,1778,2042,Vallet,André,UC,Groupe Union Centriste,2004-10-06 00:00:00.0,2008-09-30 00:00:00.0,Membre,2004-10-06 00:00:00.0,2008-09-30 00:00:00.0
20064C,3117,3532,Vallet,Mickaël,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20064C,3223,3638,Vallet,Mickaël,SOC,"Groupe Socialiste, Écologiste et Républicain",2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
55510R,1402,1662,Vallin,Camille,C,Communistes,,1986-10-01 00:00:00.0,Membre,,1986-10-01 00:00:00.0
11041F,2271,2545,Vallini,André,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,,Membre,2011-10-01 00:00:00.0,2014-05-11 00:00:00.0
11041F,2271,3058,Vallini,André,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,,Membre,2017-06-19 00:00:00.0,
59582B,1403,1663,Vallon,Pierre,UC,Groupe Union Centriste,,1995-10-01 00:00:00.0,Membre,,1995-10-01 00:00:00.0
11037K,2159,2433,Vandierendonck,René,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,2017-10-01 00:00:00.0,Membre,2011-10-01 00:00:00.0,2017-10-01 00:00:00.0
19527W,2778,3172,Van Heghe,Sabine,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19527W,2922,3320,Van Heghe,Sabine,SOC,"Groupe Socialiste, Écologiste et Républicain",2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
01034P,541,540,Vanlerenberghe,Jean-Marie,AUCUN,Sénateurs n'appartenant à aucun groupe,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0,Membre,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0
01034P,629,625,Vanlerenberghe,Jean-Marie,UC,Groupe Union Centriste,2001-10-02 00:00:00.0,,Membre,2001-10-02 00:00:00.0,
000074,1404,1664,Vanrullen,Emile,SOC,"Groupe Socialiste, Écologiste et Républicain",,1965-10-01 00:00:00.0,Membre,,1965-10-01 00:00:00.0
01023L,530,529,Vantomme,André,AUCUN,Sénateurs n'appartenant à aucun groupe,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0,Membre,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0
01023L,630,626,Vantomme,André,SOC,"Groupe Socialiste, Écologiste et Républicain",2001-10-02 00:00:00.0,2011-09-30 00:00:00.0,Membre,2001-10-02 00:00:00.0,2004-10-14 00:00:00.0
01023L,630,2066,Vantomme,André,SOC,"Groupe Socialiste, Écologiste et Républicain",2001-10-02 00:00:00.0,2011-09-30 00:00:00.0,Vice-Président,2004-10-15 00:00:00.0,2011-09-30 00:00:00.0
20046A,3107,3522,Varaillas,Marie-Claude,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20046A,3174,3589,Varaillas,Marie-Claude,CRC,Groupe CRCE,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
000377,1405,1665,Varlet,Jean,SOC,"Groupe Socialiste, Écologiste et Républicain",,1983-10-02 00:00:00.0,Membre,,1983-10-02 00:00:00.0
14157T,2487,2805,Vaspart,Michel,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14157T,2548,2880,Vaspart,Michel,UMP,Groupe Les Républicains,2014-10-07 00:00:00.0,2020-09-30 00:00:00.0,Membre,2014-10-07 00:00:00.0,2020-09-30 00:00:00.0
92045V,687,683,Vasselle,Alain,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0
92045V,2628,2979,Vasselle,Alain,UMP,Groupe Les Républicains,2015-01-09 00:00:00.0,2017-10-01 00:00:00.0,Membre,2015-01-09 00:00:00.0,2017-10-01 00:00:00.0
92045V,178,178,Vasselle,Alain,RPR,Groupe du RPR,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
000078,1406,1666,Vassor,Jacques,CRARS,Centre Républicain d'Action Rurale et Sociale,,1974-10-01 00:00:00.0,Membre,,1974-10-01 00:00:00.0
11066Q,2264,2538,Vaugrenard,Yannick,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,,Membre,2011-10-01 00:00:00.0,
83056X,146,146,Vecten,Albert,UC,Groupe Union Centriste,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
05011Y,1820,2099,Vendasi,François,NI,Réunion administrative des non-inscrits,2005-06-19 00:00:00.0,2005-06-21 00:00:00.0,Membre,2005-06-19 00:00:00.0,2005-06-21 00:00:00.0
05011Y,1821,2100,Vendasi,François,RDSE,Groupe du RDSE,2005-06-22 00:00:00.0,2014-09-30 00:00:00.0,Membre,2005-06-22 00:00:00.0,2014-09-30 00:00:00.0
11011M,2125,2403,Vendegou,Hilarion,UMP,Groupe Les Républicains,2011-10-01 00:00:00.0,2017-10-01 00:00:00.0,Membre,2011-10-01 00:00:00.0,2017-10-01 00:00:00.0
20026V,3095,3510,Ventalon,Anne,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20026V,3207,3622,Ventalon,Anne,UMP,Groupe Les Républicains,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
04050C,1792,2056,Vera,Bernard,AUCUN,Sénateurs n'appartenant à aucun groupe,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0,Membre,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0
04050C,1681,1944,Vera,Bernard,CRC,Groupe CRCE,2004-10-05 00:00:00.0,2011-09-30 00:00:00.0,Membre,2004-10-05 00:00:00.0,2011-09-30 00:00:00.0
04050C,2660,3027,Vera,Bernard,CRC,Groupe CRCE,2016-03-12 00:00:00.0,2017-06-17 00:00:00.0,Membre,2016-03-12 00:00:00.0,2017-06-17 00:00:00.0
000154,1407,1667,Verdeille,Fernand,SOC,"Groupe Socialiste, Écologiste et Républicain",,1974-10-19 00:00:00.0,Membre,,1974-10-19 00:00:00.0
96003C,2316,2590,Vergès,Paul,CRC,Groupe CRCE,2011-10-01 00:00:00.0,2016-11-12 00:00:00.0,Membre,2011-10-01 00:00:00.0,2016-11-12 00:00:00.0
96003C,301,301,Vergès,Paul,CRC,Groupe CRCE,,2004-07-19 00:00:00.0,Membre,,2004-07-19 00:00:00.0
11025F,2242,2516,Vergoz,Michel,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,2017-06-27 00:00:00.0,Membre,2011-10-01 00:00:00.0,2017-06-27 00:00:00.0
11025F,2714,3096,Vergoz,Michel,LREM,"Groupe Rassemblement des démocrates, progressistes et indépendants",2017-06-28 00:00:00.0,2017-10-01 00:00:00.0,Membre,2017-06-28 00:00:00.0,2017-10-01 00:00:00.0
19749K,2996,3402,Vérien,Dominique,NI,Réunion administrative des non-inscrits,2017-12-18 00:00:00.0,2017-12-18 00:00:00.0,Membre,2017-12-18 00:00:00.0,2017-12-18 00:00:00.0
19749K,2999,3405,Vérien,Dominique,UC,Groupe Union Centriste,2017-12-19 00:00:00.0,,Membre,2017-12-19 00:00:00.0,
58048D,1408,1668,Verillon,Maurice,SOC,"Groupe Socialiste, Écologiste et Républicain",,1980-10-01 00:00:00.0,Membre,,1980-10-01 00:00:00.0
19479G,2836,3230,Vermeillet,Sylvie,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19479G,2983,3389,Vermeillet,Sylvie,UC,Groupe Union Centriste,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
000770,1558,1818,Verneuil,Jacques,GDSRG,Formation des Sénateurs Radicaux de Gauche,,1980-10-01 00:00:00.0,Membre,,1980-10-01 00:00:00.0
20122U,3151,3566,Verzelen,Pierre-Jean,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20122U,3230,3645,Verzelen,Pierre-Jean,RTLI,Groupe Les Indépendants - République et Territoires,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
08036W,2056,2327,Vestri,René,UMP,Groupe Les Républicains,2008-10-01 00:00:00.0,2013-02-06 00:00:00.0,Membre,2008-10-01 00:00:00.0,2013-02-06 00:00:00.0
89043T,99,99,Vézinhet,André,SOC,"Groupe Socialiste, Écologiste et Républicain",,2007-06-28 00:00:00.0,Membre,,2007-06-28 00:00:00.0
95067Q,421,438,Vial,Jean-Pierre,RPR,Groupe du RPR,1995-11-02 00:00:00.0,1997-06-30 00:00:00.0,Membre,1995-11-02 00:00:00.0,1997-06-30 00:00:00.0
95067Q,420,437,Vial,Jean-Pierre,NI,Réunion administrative des non-inscrits,1999-11-14 00:00:00.0,1999-11-15 00:00:00.0,Membre,1999-11-14 00:00:00.0,1999-11-15 00:00:00.0
95067Q,422,439,Vial,Jean-Pierre,RPR,Groupe du RPR,1999-11-16 00:00:00.0,2002-12-10 00:00:00.0,Membre,1999-11-16 00:00:00.0,2002-12-10 00:00:00.0
95067Q,737,733,Vial,Jean-Pierre,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2020-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2020-09-30 00:00:00.0
20058E,3113,3528,Vial,Cédric,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20058E,3208,3623,Vial,Cédric,UMP,Groupe Les Républicains,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
000676,1559,1819,Viallanes,Etienne,RI,Groupe des RI,,1962-10-01 00:00:00.0,Membre,,1962-10-01 00:00:00.0
80048K,1822,2101,Vidal,Marcel,SOC,"Groupe Socialiste, Écologiste et Républicain",2005-06-28 00:00:00.0,2006-07-08 00:00:00.0,Membre,2005-06-28 00:00:00.0,2006-07-08 00:00:00.0
80048K,100,100,Vidal,Marcel,SOC,"Groupe Socialiste, Écologiste et Républicain",,2005-06-27 00:00:00.0,Membre,,2005-06-27 00:00:00.0
000354,1409,1669,Vigier,Jean-Louis,RPR,Groupe du RPR,,1980-10-03 00:00:00.0,Membre,,1980-10-03 00:00:00.0
000259,1618,1878,Vignon,Robert,UNR,Union pour la Nouvelle République,,1968-10-01 00:00:00.0,Membre,,1968-10-01 00:00:00.0
89044U,29,29,Vigouroux,Robert-Paul,RDSE,Groupe du RDSE,,1998-09-30 00:00:00.0,Membre,,1998-09-30 00:00:00.0
000055,1410,1670,Villard,Yves,CRARS,Centre Républicain d'Action Rurale et Sociale,,1971-10-01 00:00:00.0,Membre,,1971-10-01 00:00:00.0
000283,1411,1671,Villatte,Raymond,RIAS,Républicains Indépendants d'Action Sociale (Devenu C.N.I.P.),,1975-07-21 00:00:00.0,Membre,,1975-07-21 00:00:00.0
000668,1560,1820,de Villeneuve Bargemont,Augustin,NI,Réunion administrative des non-inscrits,,1966-06-02 00:00:00.0,Membre,,1966-06-02 00:00:00.0
86050E,802,798,de Villepin,Xavier,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2004-09-30 00:00:00.0,Vice-Président délégué,2002-12-11 00:00:00.0,2004-09-30 00:00:00.0
86050E,317,654,de Villepin,Xavier,UC,Groupe Union Centriste,,2002-12-10 00:00:00.0,Président,2002-07-17 00:00:00.0,2002-12-10 00:00:00.0
86050E,317,317,de Villepin,Xavier,UC,Groupe Union Centriste,,2002-12-10 00:00:00.0,Membre,,2002-07-16 00:00:00.0
09011R,2084,2361,Villiers,André,UMP,Groupe Les Républicains,2009-07-24 00:00:00.0,2012-06-16 00:00:00.0,Membre,2009-07-24 00:00:00.0,2012-06-16 00:00:00.0
000669,1561,1821,de Villoutreys de Brignac,Pierre,RI,Groupe des RI,,1965-10-01 00:00:00.0,Membre,,1965-10-01 00:00:00.0
11057P,2134,2412,Vincent,Maurice,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,2017-06-27 00:00:00.0,Membre,2011-10-01 00:00:00.0,2017-06-27 00:00:00.0
